"Id","Number","Cells__global_id","Cells__system_object_id","Cells__ID","Cells__YName","Cells__Name","Cells__AdmArea","Cells__District","Cells__ParkName","Cells__WiFiName","Cells__CoverageArea","Cells__FunctionFlag","Cells__AccessFlag","Cells__Password","Cells__Longitude_WGS84","Cells__Latitude_WGS84","Cells__geoData__type","Cells__geoData__coordinates__001","Cells__geoData__coordinates__002"
"2c64afda-b5f6-4f36-8080-8c0b968989bd","16","64001099","478","478","Точка доступа wi-fi mos.ru","Точка доступа №478","Северо-Восточный административный округ","Останкинский район","Выставка достижений народного хозяйства","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.627435","55.830666","Point","37.627435000386292","55.8306660001553"
"49710d18-5aef-4bfb-8f00-6ae250324750","17","46809110","355","355","Точка доступа wi-fi mos.ru","Точка доступа №355","Центральный административный округ","Тверской район","Государственное автономное учреждение культуры города Москвы «Московский городской сад «Эрмитаж»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.610629","55.770828","Point","37.610629000047368","55.770827999950967"
"123463fd-0e7f-41da-9c97-b284e0bd3f3f","18","46813452","23","23","Точка доступа wi-fi mos.ru","Точка доступа №23","Восточный административный округ","район Измайлово","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Измайловский»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.749658","55.767534","Point","37.749658000177632","55.767533999875859"
"d944bec5-6356-4d26-846a-70da1be1f69b","19","64001102","481","481","Точка доступа wi-fi mos.ru","Точка доступа №481","Северо-Восточный административный округ","Останкинский район","Выставка достижений народного хозяйства","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.621140","55.833103","Point","37.62114000033727","55.833103000178419"
"34a2077d-4c1b-4ed1-9e48-1c60720670dc","20","64001046","425","425","Точка доступа wi-fi mos.ru","Точка доступа №425","Северо-Восточный административный округ","Останкинский район","Выставка достижений народного хозяйства","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.619707","55.839898","Point","37.619706999711205","55.839898000009782"
"c1eed3ad-0c04-4617-a199-f547abc021bb","21","46813502","163","163","Точка доступа wi-fi mos.ru","Точка доступа №163","Юго-Восточный административный округ","район Кузьминки","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Кузьминки»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.767054","55.695176","Point","37.767053999622107","55.695175999778023"
"3afb0ab1-1170-4f4b-b891-0bf0a47b4093","22","46813350","83","83","Точка доступа wi-fi mos.ru","Точка доступа №83","Восточный административный округ","район Измайлово","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Измайловский»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.747793","55.783844","Point","37.747792999731438","55.7838439998966"
"8b46b10d-91d5-486d-b6ad-b1832e4f9eae","23","46813412","124","124","Точка доступа wi-fi mos.ru","Точка доступа №124","Восточный административный округ","район Измайлово","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Измайловский»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.750012","55.775654","Point","37.750012000179957","55.775653999986453"
"52398e7f-8909-47bc-a480-073b36f4e4b1","24","46813357","88","88","Точка доступа wi-fi mos.ru","Точка доступа №88","Восточный административный округ","район Измайлово","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Измайловский»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.748071","55.781897","Point","37.74807099956579","55.781897000015952"
"fa36cad1-3c0c-4015-884e-b7603b98d607","25","64001062","441","441","Точка доступа wi-fi mos.ru","Точка доступа №441","Северо-Восточный административный округ","Останкинский район","Выставка достижений народного хозяйства","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.635936","55.831517","Point","37.635935999566705","55.831516999857961"
"94f2a08a-389c-4635-a089-58c35e84e61a","26","46813709","136","136","Точка доступа wi-fi mos.ru","Точка доступа №136","Юго-Восточный административный округ","район Кузьминки","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Кузьминки»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.766683","55.694364","Point","37.766682999901342","55.694363999876309"
"56c756b9-8167-498b-998d-543a007ab542","27","64001027","406","406","Точка доступа wi-fi mos.ru","Точка доступа №406","Северо-Восточный административный округ","Останкинский район","Выставка достижений народного хозяйства","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.622256","55.833653","Point","37.622255999872593","55.833652999811036"
"aeea862b-406c-46a9-abd5-844a1b638d6a","28","64001015","394","394","Точка доступа wi-fi mos.ru","Точка доступа №394","Северо-Восточный административный округ","Останкинский район","Выставка достижений народного хозяйства","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.629552","55.828958","Point","37.629551999829246","55.828958000250843"
"a9e96252-1272-4b15-9f15-20af7f2929e7","29","46812536","6","6","Точка доступа wi-fi mos.ru","Точка доступа №6","Центральный административный округ","Басманный район","Государственное автономное учреждение культуры города Москвы «Сад культуры и отдыха имени Н.Э.Баумана»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.659377","55.768302","Point","37.659376999713267","55.768302000004731"
"a590a54d-9c18-4202-b0ee-72feeb2ecdd7","30","46812537","7","7","Точка доступа wi-fi mos.ru","Точка доступа №7","Центральный административный округ","Басманный район","Государственное автономное учреждение культуры города Москвы «Сад культуры и отдыха имени Н.Э.Баумана»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.658706","55.768227","Point","37.658706000416871","55.768227000036944"
"b4d2d229-a577-4a17-9cbe-670062cf88c2","31","46813576","198","198","Точка доступа wi-fi mos.ru","Точка доступа №198","Восточный административный округ","район Перово","Государственное автономное учреждение культуры города Москвы «Перовский парк культуры и отдыха»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.772797","55.74175","Point","37.772797000200391","55.741749999795083"
"79f66c95-67f2-4f63-92b7-48f5eec5f473","32","46809079","348","348","Точка доступа wi-fi mos.ru","Точка доступа №348","Центральный административный округ","Тверской район","Государственное автономное учреждение культуры города Москвы «Московский городской сад «Эрмитаж»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.60927","55.77025","Point","37.609269999939464","55.770250000032775"
"5fafc313-0479-45e9-9582-fd52883b408d","33","46813703","316","316","Точка доступа wi-fi mos.ru","Точка доступа №316","Северо-Западный административный округ","район Северное Тушино","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Северное Тушино»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.451236","55.855659","Point","37.451236000011534","55.855658999815162"
"54c50932-7e1b-4668-923f-4abb430da5e4","34","64001108","487","487","Точка доступа wi-fi mos.ru","Точка доступа №487","Северо-Восточный административный округ","Останкинский район","Выставка достижений народного хозяйства","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.625412","55.840785","Point","37.625411999756338","55.840784999953485"
"246e7146-3469-4828-9b60-455e053b540f","35","46813374","99","99","Точка доступа wi-fi mos.ru","Точка доступа №99","Восточный административный округ","район Измайлово","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Измайловский»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.748358","55.778036","Point","37.748357999620964","55.778035999893611"
"1876dfc3-1ac5-4919-bce8-12133925c4ce","36","46813423","132","132","Точка доступа wi-fi mos.ru","Точка доступа №132","Юго-Восточный административный округ","район Кузьминки","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Кузьминки»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.764286","55.693831","Point","37.764286000075892","55.693831000115807"
"0b6e2373-e1bf-4331-9bd6-c7b97fc1c3cb","37","46813568","192","192","Точка доступа wi-fi mos.ru","Точка доступа №192","Восточный административный округ","район Перово","Государственное автономное учреждение культуры города Москвы «Перовский парк культуры и отдыха»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.776222","55.740156","Point","37.77622199969764","55.740156000251623"
"8472a389-e6c8-42ad-90bd-dc50f1a8917f","38","46808974","267","267","Точка доступа wi-fi mos.ru","Точка доступа №267","Центральный административный округ","Пресненский район","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Красная Пресня»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.55039","55.754917","Point","37.550390000100336","55.754917000206333"
"e9a38b81-9e92-44e2-9bd3-4b2a58166cd9","39","46813735","154","154","Точка доступа wi-fi mos.ru","Точка доступа №154","Юго-Восточный административный округ","район Кузьминки","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Кузьминки»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.767233","55.696675","Point","37.767232999722268","55.696674999924049"
"6b3b2039-1651-4911-8cb0-cdf442f64934","40","64001050","429","429","Точка доступа wi-fi mos.ru","Точка доступа №429","Северо-Восточный административный округ","Останкинский район","Выставка достижений народного хозяйства","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.622251","55.839615","Point","37.622250999849747","55.839614999921416"
"7bbb180a-0b92-40a4-9c22-61feb15a2403","41","46812727","169","169","Точка доступа wi-fi mos.ru","Точка доступа №169","Северо-Восточный административный округ","Лосиноостровский район","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Бабушкинский»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.682291","55.866575","Point","37.682290999605129","55.86657499992841"
"d2f0b6e4-7f14-4fdf-9bad-a046e8352c63","42","46813462","30","30","Точка доступа wi-fi mos.ru","Точка доступа №30","Восточный административный округ","район Измайлово","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Измайловский»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.748695","55.772022","Point","37.748694999904849","55.7720219997565"
"48b07702-d256-45d6-808a-2c1b0622af8f","43","46813439","14","14","Точка доступа wi-fi mos.ru","Точка доступа №14","Восточный административный округ","район Измайлово","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Измайловский»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.75316","55.762704","Point","37.753159999667751","55.762703999879811"
"d396ded3-06e6-488a-af01-c1a0ee29b1c8","44","46813575","197","197","Точка доступа wi-fi mos.ru","Точка доступа №197","Восточный административный округ","район Перово","Государственное автономное учреждение культуры города Москвы «Перовский парк культуры и отдыха»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.776869","55.742572","Point","37.776868999602918","55.742571999881456"
"4662c8e1-29d9-4755-aca8-ffcf269af256","45","46813390","109","109","Точка доступа wi-fi mos.ru","Точка доступа №109","Восточный административный округ","район Измайлово","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Измайловский»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.749522","55.775228","Point","37.749521999735194","55.775227999875767"
"b7333bb9-9cd1-495e-b574-803e98028c18","46","46813316","59","59","Точка доступа wi-fi mos.ru","Точка доступа №59","Восточный административный округ","район Измайлово","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Измайловский»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.752774","55.782011","Point","37.752773999878393","55.782010999941313"
"b667c333-153c-43b8-8fcd-0a8e33678c89","47","64001022","401","401","Точка доступа wi-fi mos.ru","Точка доступа №401","Северо-Восточный административный округ","Останкинский район","Выставка достижений народного хозяйства","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.625407","55.832545","Point","37.625406999733464","55.832544999879836"
"e3d01d9d-0b22-4c94-ba22-5dda1617ce2b","48","46813491","49","49","Точка доступа wi-fi mos.ru","Точка доступа №49","Восточный административный округ","район Измайлово","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Измайловский»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.753321","55.772754","Point","37.753321000224581","55.77275400013194"
"eff8d990-8da8-4aba-abb2-66d03d265a04","49","46813347","81","81","Точка доступа wi-fi mos.ru","Точка доступа №81","Восточный административный округ","район Измайлово","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Измайловский»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.74782","55.784414","Point","37.747820000393929","55.784414000034175"
"cb43cf43-3ddc-4409-9115-17bf1d1115a2","50","46813685","304","304","Точка доступа wi-fi mos.ru","Точка доступа №304","Северо-Западный административный округ","район Северное Тушино","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Северное Тушино»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.450984","55.859931","Point","37.45098400011647","55.8599310000241"
"1a91db1b-a61b-49ef-85a6-4ac72ce29f43","51","64001025","404","404","Точка доступа wi-fi mos.ru","Точка доступа №404","Северо-Восточный административный округ","Останкинский район","Выставка достижений народного хозяйства","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.627837","55.831228","Point","37.627837000069185","55.83122800002829"
"57ca7921-93b5-408e-9418-22d6383e4211","52","64001006","385","385","Точка доступа wi-fi mos.ru","Точка доступа №385","Северо-Восточный административный округ","Останкинский район","Выставка достижений народного хозяйства","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.635840","55.827960","Point","37.635840000205555","55.827960000234455"
"7a2adce8-7691-4916-b69a-06ca1fd4e36e","53","46808957","254","254","Точка доступа wi-fi mos.ru","Точка доступа №254","Центральный административный округ","Пресненский район","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Красная Пресня»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.554727","55.754512","Point","37.554726999816722","55.754512000157675"
"3e82ae01-10ec-42cc-84b7-0e68b8a98ea0","54","46813690","308","308","Точка доступа wi-fi mos.ru","Точка доступа №308","Северо-Западный административный округ","район Северное Тушино","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Северное Тушино»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.454737","55.859654","Point","37.454736999676747","55.859654000009314"
"d53f124e-7370-47db-bb65-2ae04ba2ee08","55","46813320","62","62","Точка доступа wi-fi mos.ru","Точка доступа №62","Восточный административный округ","район Измайлово","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Измайловский»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.751549","55.782394","Point","37.751548999664791","55.782393999764828"
"7f73db93-4698-4f87-8eac-bbf2ee72cee0","56","46813364","92","92","Точка доступа wi-fi mos.ru","Точка доступа №92","Восточный административный округ","район Измайлово","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Измайловский»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.748091","55.780184","Point","37.748090999657265","55.780184000222022"
"61ad48a8-b0ae-448f-8225-a8bc6845b1d0","57","46813330","69","69","Точка доступа wi-fi mos.ru","Точка доступа №69","Восточный административный округ","район Измайлово","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Измайловский»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.75161","55.785054","Point","37.751609999764156","55.785053999768166"
"e7a9e70f-6b4c-4ac6-a784-b7848d95eb64","58","46808985","275","275","Точка доступа wi-fi mos.ru","Точка доступа №275","Центральный административный округ","Пресненский район","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Красная Пресня»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.549197","55.75529","Point","37.549196999673782","55.755289999952339"
"8f6645ab-2eb3-467e-9e2b-8333775ad62f","59","46813598","213","213","Точка доступа wi-fi mos.ru","Точка доступа №213","Восточный административный округ","район Перово","Государственное автономное учреждение культуры города Москвы «Перовский парк культуры и отдыха»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.772981","55.741955","Point","37.772981000323405","55.74195500018417"
"137930af-90cb-465a-ae11-33e43f794ae0","60","46813763","364","364","Точка доступа wi-fi mos.ru","Точка доступа №364","Западный административный округ","район Филёвский Парк","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха Фили»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.49021","55.746821","Point","37.490209999704511","55.7468210000254"
"8fe47713-f343-4905-afaf-2e8640560097","61","46813425","133","133","Точка доступа wi-fi mos.ru","Точка доступа №133","Юго-Восточный административный округ","район Кузьминки","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Кузьминки»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.764789","55.693782","Point","37.764789000041148","55.693781999987792"
"33a8f4c3-88cc-4e6c-8816-07a856027bcf","62","46813552","332","332","Точка доступа wi-fi mos.ru","Точка доступа №332","Северо-Западный административный округ","район Северное Тушино","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Северное Тушино»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.451733","55.860149","Point","37.451733000129011","55.86014900020853"
"3bfb8002-713f-492c-8b04-d7db16b1b2ae","63","46813322","63","63","Точка доступа wi-fi mos.ru","Точка доступа №63","Восточный административный округ","район Измайлово","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Измайловский»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.751403","55.783051","Point","37.75140300007493","55.783051000095384"
"122b8ad1-b247-4602-852c-f447a7ceac0c","64","46813609","220","220","Точка доступа wi-fi mos.ru","Точка доступа №220","Восточный административный округ","район Перово","Государственное автономное учреждение культуры города Москвы «Перовский парк культуры и отдыха»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.77505","55.740119","Point","37.775050000085791","55.740118999907153"
"d3fc0e2e-299c-4f25-8fff-0fc4d7fcbe00","65","64001112","491","491","Точка доступа wi-fi mos.ru","Точка доступа №491","Северо-Восточный административный округ","Останкинский район","Выставка достижений народного хозяйства","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.621598","55.837791","Point","37.621598000096654","55.837791000204426"
"deab6f7b-ea72-4e4e-8ad0-c24c1d0053af","66","64001041","420","420","Точка доступа wi-fi mos.ru","Точка доступа №420","Северо-Восточный административный округ","Останкинский район","Выставка достижений народного хозяйства","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.627510","55.831461","Point","37.627509999831027","55.83146100019141"
"b38a3b8e-c437-423b-b5fd-20c6e3783c80","67","46813332","70","70","Точка доступа wi-fi mos.ru","Точка доступа №70","Восточный административный округ","район Измайлово","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Измайловский»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.75121","55.784841","Point","37.751209999731067","55.784840999895252"
"11c81df3-5f3c-4289-b87e-dccd34a0b042","68","46808954","252","252","Точка доступа wi-fi mos.ru","Точка доступа №252","Центральный административный округ","Пресненский район","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Красная Пресня»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.55535","55.753898","Point","37.555350000330883","55.753897999985846"
"1ac517dd-848e-4a60-8f36-7c4f1788929e","69","64001052","431","431","Точка доступа wi-fi mos.ru","Точка доступа №431","Северо-Восточный административный округ","Останкинский район","Выставка достижений народного хозяйства","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.623539","55.838261","Point","37.623538999812524","55.838260999835981"
"a34a94b9-3ae9-4a58-89fa-4eb57b60e80e","70","46813335","72","72","Точка доступа wi-fi mos.ru","Точка доступа №72","Восточный административный округ","район Измайлово","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Измайловский»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.751371","55.78563","Point","37.751371000287861","55.785630000137161"
"6f3edad2-0ad2-466a-9341-788c13b09583","71","46813584","203","203","Точка доступа wi-fi mos.ru","Точка доступа №203","Восточный административный округ","район Перово","Государственное автономное учреждение культуры города Москвы «Перовский парк культуры и отдыха»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.776234","55.741481","Point","37.776234000291531","55.7414810001941"
"60961103-95a2-4f6f-8c9d-5c3d00ee4616","72","46813408","121","121","Точка доступа wi-fi mos.ru","Точка доступа №121","Восточный административный округ","район Измайлово","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Измайловский»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.752527","55.775741","Point","37.752527000006175","55.775740999831413"
"47d6d402-5226-410e-83db-859c915cfaed","73","64001088","467","467","Точка доступа wi-fi mos.ru","Точка доступа №467","Северо-Восточный административный округ","Останкинский район","Выставка достижений народного хозяйства","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.636878","55.825719","Point","37.6368779999231","55.825719000023241"
"4e546716-eeac-4351-b09e-1253631d1354","74","46813327","67","67","Точка доступа wi-fi mos.ru","Точка доступа №67","Восточный административный округ","район Измайлово","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Измайловский»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.75185","55.784445","Point","37.75184999996366","55.784444999861023"
"47f6faca-c923-47a8-81df-39131a276fda","75","46813714","140","140","Точка доступа wi-fi mos.ru","Точка доступа №140","Юго-Восточный административный округ","район Кузьминки","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Кузьминки»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.766323","55.693891","Point","37.766323000051244","55.693891000126975"
"e0fc9aad-7861-452f-b433-2bfa66e26ada","76","144556678","520","520","Точка доступа wi-fi mos.ru","Точка доступа №520","Северо-Восточный административный округ","район Лианозово","Государственное автономное учреждение культуры города Москвы «Лианозовский парк культуры и отдыха»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.569162","55.901359","Point","37.569162000269451","55.901358999895372"
"366f2230-a34f-4070-82b7-4b34cf024a32","77","46813343","78","78","Точка доступа wi-fi mos.ru","Точка доступа №78","Восточный административный округ","район Измайлово","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Измайловский»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.747561","55.785232","Point","37.747560999927856","55.785231999767134"
"8793485e-922d-4f5c-94e3-9656d4865755","78","64001096","475","475","Точка доступа wi-fi mos.ru","Точка доступа №475","Северо-Восточный административный округ","Останкинский район","Выставка достижений народного хозяйства","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.627313","55.828698","Point","37.627313000187549","55.828697999939557"
"3d0983c0-0693-414a-999a-60285c9ce429","79","46813373","98","98","Точка доступа wi-fi mos.ru","Точка доступа №98","Восточный административный округ","район Измайлово","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Измайловский»","Moscow_WiFi_Free","20","действует","открытая сеть","null","37.748257","55.778345","Point","37.74825700023694","55.778344999994658"
